Name,Granger,CCM,CCA,DTW,CCF,Spearman,Pearson,log2FoldChange,Cluster,Description,Description_Score
acpP,0.2651528908745073,0.6214294759002543,0.3351221419617758,5.385604135868087,0.22482408049406322,0.48078817733990137,0.33512214196177575,1.2843738632724695,0.0,octanoyl-ACP // lipoyl-ACP // <i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // <i>trans</i>-&Delta;<sup>2</sup>-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP // succinyl-ACP // <i>cis</i>-&Delta;<SUP>3</SUP>-decenoyl-ACP // 3-oxo-<i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-hydroxy <i>cis</i> &Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-3-hydroxybutanoyl-ACP // <i>trans</i> oct-2-enoyl-ACP // <i>trans</i>-but-2-enoyl-ACP // (3<i>R</i>)-3-hydroxyoctanoyl-ACP // <i>trans</i>-hexadec-2-enoyl-ACP // holo-[acyl-carrier protein] // acyl carrier protein,0.0
acpS,0.006957692015780826,0.8693499862232835,0.7550930309118891,2.006012809076114,0.38272332661719827,0.4645320197044333,0.755093030911889,1.0055013493875857,4.0,holo-[acyl-carrier-protein] synthase,0.2
acpT,0.882017751045186,0.391851689840587,0.11996587809819946,6.355311274806679,-0.07372919170198593,0.36945812807881767,0.11996587809819942,1.2236858612470207,0.0,holo-[acyl carrier protein] synthase 2,0.2
acrA,0.00036897057766100604,0.7236065219822854,0.46494603290906383,2.3590067701449047,0.20596500029750578,0.7320197044334974,0.4649460329090638,1.3809796073947018,4.0,multidrug efflux pump membrane fusion lipoprotein AcrA,0.0
acrB,0.03272900161468143,0.7691296436557962,0.5980893274224348,2.2632579070238767,0.42212883624718806,0.7679802955665023,0.5980893274224347,1.1894951061149335,4.0,multidrug efflux pump RND permease AcrB,0.2
acrD,0.3258799779524841,0.22379528152157424,0.16945745161543566,3.998093673366939,0.12639823232560812,0.19928562782027268,0.16945745161543566,1.1581291759465477,2.0,multidrug efflux pump RND permease AcrD,0.2
acrE,0.14784357214713517,0.6227638314504859,0.42280552566015556,4.52136416093834,0.30594666393301373,0.35960591133004915,0.42280552566015556,0.6149425287356323,4.0,multidrug efflux pump membrane fusion lipoprotein AcrE,0.0
acrF,0.6304647040015126,0.5951679709630882,0.13036873348229575,7.094794478564653,-0.25051479562699513,0.04334975369458127,-0.13036873348229572,1.290989660265879,0.0,multidrug efflux pump RND permease AcrF,0.2
acrR,0.039260893426088746,0.5061737257207317,0.445030792634097,2.9461865356843204,0.1992964424997682,0.6576354679802954,0.44503079263409684,1.6080027127839946,4.0,DNA-binding transcriptional repressor AcrR,0.0
acrS,0.0001645971012937554,0.624001240661586,0.5064763623088093,3.407961129007539,0.3912268331590604,0.7135816592311048,0.5064763623088092,1.7575757575757576,1.0,,0.1
acrZ,0.5979471282318861,-0.02242330014606244,0.03518397370047893,7.270139768163446,0.1698829276352881,0.20741470781788576,-0.035183973700478974,1.4108527131782946,3.0,multidrug efflux pump accessory protein AcrZ,0.0
acs,0.266034788667907,0.8403357233524616,0.2186903832104938,6.7328900296087815,-0.09452269846589142,-0.14137931034482754,-0.21869038321049378,0.6923496274759222,0.0,acetyl-CoA synthetase (AMP-forming),0.2
actP,0.35954988239110963,0.7892548337440113,0.18673717037733492,7.107626999294897,-0.06380848495665513,-0.17142857142857137,-0.18673717037733492,1.0394021739130435,0.0,acetate/glycolate:cation symporter,0.0
acuI,0.11832669089823034,0.7635739266867587,0.47656799191050675,9.465822463357846,-0.31500307086415397,-0.4689655172413792,-0.47656799191050664,0.9449950445986125,7.0,,0.1
ada,0.18772217627507665,0.6834998124671989,0.5653948710854525,10.737956001564081,-0.48637361741986834,-0.5034482758620689,-0.5653948710854525,0.8887676017901976,7.0,DNA-binding transcriptional dual regulator / DNA repair protein Ada,0.0
add,0.03215613672412493,0.4437100952567388,0.35473359683731676,3.246928648186109,0.2307454074850532,0.6837438423645319,0.35473359683731676,1.2430662841168247,4.0,adenosine deaminase,0.2
adeD,0.09329585991820123,0.9247959173171507,0.4654269546255527,8.090774895784556,-0.20428959483221806,-0.1842364532019704,-0.4654269546255526,0.7401340282948622,7.0,adenine deaminase,0.2
adeP,4.1350524445607005e-06,0.8327676257160376,0.6456109253560915,2.573826833361655,0.28861570704560996,0.5709359605911328,0.6456109253560915,0.8038913200894122,4.0,adenine:H<sup>+</sup> symporter,0.0
adeQ,0.17448415982653534,0.7904279285320682,0.6175572249434597,11.139093780271061,-0.5086625664378954,-0.6330049261083742,-0.6175572249434595,1.1428571428571428,7.0,adenine transporter,0.0
adhE,0.08601454430868075,0.47083031114097823,0.33721407162444184,7.601807658076523,0.22420290452236596,0.27832512315270924,0.33721407162444184,0.8327723298492065,0.0,fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,0.2
adhP,0.46438209300861377,0.597600104370875,0.1300113262224885,6.631412418279725,-0.08852185685474129,0.042857142857142844,-0.13001132622248848,0.9613090402692352,0.0,ethanol dehydrogenase / alcohol dehydrogenase,0.2
adiA,0.1540496663598416,0.2644626715352984,0.540278056091349,4.79891416294643,0.4995636571000432,0.31034482758620685,0.540278056091349,0.6904549509366636,1.0,"arginine decarboxylase, degradative",0.0
adiC,0.04264327326587208,0.5359664157239982,0.324336744621905,7.621450370591592,-0.34170132882835996,-0.3660098522167487,-0.324336744621905,1.9594202898550723,7.0,arginine:agmatine antiporter,0.0
adiY,0.010415771958909364,0.44717198089824706,0.2708225937067325,3.8572404772872337,0.4240579558763594,-0.0024630541871921174,0.2708225937067325,1.6016949152542372,3.0,DNA-binding transcriptional activator AdiY,0.0
adk,0.0006556119299967208,0.7298565488868047,0.5464343142066959,1.8780606699740963,0.20222310796158088,0.5758620689655172,0.5464343142066957,1.091819017465019,4.0,adenylate kinase,0.2
aegA,0.003543208513757156,0.5449304132169637,0.21955659637929595,3.9541237590198612,0.021354239039329235,0.330336250812096,0.21955659637929584,1.0272324255858138,4.0,putative oxidoreductase AegA,0.2
aer,0.002087513152648943,0.478302677127985,0.41282246455589505,3.6864716531105417,0.07314518335493099,0.5684729064039408,0.41282246455589505,1.2280955829109341,4.0,aerotaxis receptor,0.0
aes,0.021647755835056206,0.6850813012976863,0.5113408574214319,8.540675991495567,-0.12997828606797596,-0.3837438423645319,-0.5113408574214318,1.5476190476190477,5.0,acetylesterase,0.2
afuB,0.10424301761229764,0.38706612527659107,0.28530573636282125,3.847068408325981,0.11571997417661871,0.3941857720022189,0.2853057363628212,1.4891146589259798,2.0,CP4-6 prophage; ABC transporter membrane protein AfuB,0.0
afuC,2.4386900302832202e-08,0.4205573143477387,0.015283270802507049,5.097862296434904,-0.04374627489172318,0.5172413793103448,0.01528327080250705,0.6555484284797948,2.0,CP4-6 prophage; ABC transporter ATP-binding protein AfuC,0.0
agaA,0.019146154265087225,0.7084357255446854,0.5677972869701344,10.128696158214447,-0.22040512016386277,-0.4083743842364531,-0.5677972869701344,1.1334661354581674,5.0,putative truncated N-acetylgalactosamine-6-phosphate deacetylase,0.2
agaB,0.31898417323420614,-0.08631870015819984,0.524676326245396,4.9566806764930815,0.08258971749116914,0.45386229538223993,0.524676326245396,1.72,1.0,galactosamine-specific PTS enzyme IIB component,0.2
agaC,0.049713402389440095,0.3000755528262809,0.26815151403327886,4.789968690671316,0.009612988524439094,0.5141027259096528,0.26815151403327886,2.014705882352941,2.0,galactosamine-specific PTS enzyme IIC component,0.2
agaD,0.907621240936734,0.5339705890321468,0.5213121501012047,8.780418225615831,-0.5509429586453538,-0.8045325840061935,-0.5213121501012048,0.8342245989304813,6.0,galactosamine-specific PTS enzyme IID component,0.2
agaI,0.11706237391762755,0.16072918615236345,0.2281619523411505,5.560567694335137,-0.005412338392649737,0.41280788177339894,0.22816195234115044,2.794871794871795,2.0,putative deaminase AgaI,0.2
agaR,0.024194723419176962,0.7315971580497145,0.606504164900358,2.0158917882719902,0.3470764827499143,0.48275862068965514,0.606504164900358,1.0666232073011734,4.0,DNA-binding transcriptional repressor AgaR,0.0
agaS,2.6228903223831276e-05,0.7464836257277447,0.4672580829473274,3.487303836186701,0.2254947455445814,0.4211822660098521,0.4672580829473274,0.9490022172949003,4.0,putative galactosamine-6-phosphate deaminase/isomerase,0.2
agaV,0.027353905920494324,0.8025166686792612,0.37068690954407263,5.970524421310863,0.1607256074132445,-0.19014778325123147,-0.3706869095440727,0.7315315315315315,5.0,<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component,0.2
agaW,0.02050913951280715,0.6679288430695333,0.39757995711476896,6.387619594280292,0.09522783257956557,-0.27044334975369455,-0.39757995711476884,0.8429118773946361,5.0,<I>N</I>-acetyl-D-galactosamine specific PTS truncated enzyme IIC component,0.2
agp,0.07465953771369818,0.9346591880688268,0.5507007372084249,8.435445994063887,-0.3205065050493406,-0.26108374384236444,-0.5507007372084248,0.8827483196415236,7.0,glucose-1-phosphatase,0.2
ahpC,0.011025618881979744,0.7845194068431453,0.5837802838630796,2.076683633258441,0.36136310448829484,0.7753694581280787,0.5837802838630797,1.464975232739531,4.0,"alkyl hydroperoxide reductase, AhpC component",0.0
ahpF,0.0011439197406827803,0.6646584950050023,0.37400910689267,2.6468196852493544,0.15613899691518263,0.673399014778325,0.37400910689267014,1.406241067174845,4.0,"alkyl hydroperoxide reductase, AhpF component",0.0
ahr,0.25230138653499184,0.8238676837716661,0.21870497949523288,6.7445914423824505,-0.10681714704985044,-0.13940886699507385,-0.21870497949523282,1.0289662930376442,0.0,NADPH-dependent aldehyde reductase Ahr,0.2
aidB,0.23158215850740274,0.8868590677039264,0.52529806288187,9.20062007140923,-0.42457142185853924,-0.431527093596059,-0.5252980628818699,0.933651902223856,7.0,isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor,0.2
ais,0.25798571450467156,0.18238646826035848,0.15906112577074238,5.567322617085093,-0.24118589860863146,0.07439339876603504,-0.15906112577074233,3.1527494908350304,2.0,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,0.2
alaA,0.0022989302136714575,0.7321027173420135,0.3446223472943704,2.7431803727219024,0.12260687512943705,0.3231527093596058,0.34462234729437047,1.3372043010752688,4.0,glutamate&mdash;pyruvate aminotransferase AlaA,0.2
alaC,0.5384937317771786,-0.08086656822594113,0.09421807330978912,6.181197230393525,-0.11951546977905264,0.4679802955665023,-0.09421807330978907,1.0407657808420911,2.0,glutamate&mdash;pyruvate aminotransferase AlaC,0.2
alaE,0.18533481341577637,0.3708070929890397,0.21572259337621982,4.509380827619008,0.05500491464626604,0.041871921182266,0.2157225933762197,1.106581978083339,2.0,AlaE,0.0
alaS,0.003912516321264557,0.7407775216117203,0.5730770175149253,1.6919430259980275,0.29633110601700047,0.7216748768472905,0.5730770175149252,0.945443707622383,4.0,alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor,0.0
aldA,0.07582397805608625,0.7265007869656859,0.3255337817865149,6.079327617882334,0.012597542411437405,-0.15960591133004923,-0.3255337817865147,0.4334571926897702,5.0,aldehyde dehydrogenase A,0.2
aldB,0.28657377704589726,0.9025895460397503,0.3236231127717649,7.487228514015519,-0.14619968551197934,-0.17783251231527092,-0.3236231127717649,0.7842846553002224,0.0,aldehyde dehydrogenase B,0.2
alkA,0.07935998288021726,0.30665617886780333,0.28215625399090855,5.612921559108569,0.05098676357307123,0.6128078817733988,0.28215625399090843,1.1981590386090515,3.0,DNA-3-methyladenine glycosylase 2,0.2
alkB,0.396108390316842,0.7091837271940473,0.5579879928572191,10.364803018469011,-0.5118563439154932,-0.6009852216748767,-0.5579879928572192,1.2188235294117646,7.0,DNA oxidative demethylase,0.2
allA,0.25919208888817713,0.7971686745707064,0.6968863604229368,6.048564071766884,0.34026110543659743,0.46108374384236434,0.6968863604229368,0.7675675675675675,1.0,ureidoglycolate lyase,0.2
allB,0.11130867385358968,0.7116201109564135,0.5771925554406127,10.22441848070891,-0.43640777917613444,-0.49261083743842354,-0.5771925554406127,0.8650306748466258,7.0,allantoinase,0.2
allC,0.5821369073988298,0.6132725043617083,0.08817788486814043,6.315516582872003,-0.17823139717095737,0.15740854904469,-0.08817788486814032,1.4504504504504505,2.0,allantoate amidohydrolase,0.2
allD,0.3349442791210464,0.34231185506143497,0.0010767139158455211,5.782377032796093,0.012375419628452808,0.3254496280093319,0.0010767139158455279,1.4444444444444446,2.0,ureidoglycolate dehydrogenase,0.2
allE,0.0044885873212700276,0.6993140733858556,0.46607855404619136,3.1648956459308915,0.22693502738757507,0.6876847290640392,0.4660785540461914,1.5425236242356866,4.0,(S)-ureidoglycine aminohydrolase,0.2
allR,0.009101833192168946,0.2844580497768401,0.0071990567640827195,4.253191210613842,-0.4408552406648414,-0.13793103448275862,0.007199056764082728,1.2094585995367424,2.0,DNA-binding transcriptional repressor AllR,0.0
allS,0.16661950713712953,0.5547511629669587,0.27916487436731,7.965624335757366,-0.21236669815854586,-0.35181080151198035,-0.27916487436730997,0.5510835913312694,6.0,DNA-binding transcriptional activator AllS,0.0
alpA,0.05005573590998911,0.1414036299120623,0.10434281749537122,5.684711312653764,-0.046091569608641594,0.19320803692216315,0.10434281749537125,0.0,2.0,CP4-57 prophage; DNA-binding transcriptional activator AlpA,0.0
alr,0.0005648007758427944,0.8902229992881142,0.7538434318978195,1.5126083368484493,0.49306698386664105,0.7866995073891624,0.7538434318978194,0.849584334010715,1.0,alanine racemase 1,0.2
alsA,0.1880690236257746,0.47382839714887487,0.12633711748976797,4.942804870131946,0.5584524059339103,0.6899864567670999,0.126337117489768,1.4847645429362881,3.0,D-allose ABC transporter ATP binding subunit,0.0
alsB,0.2958497507303558,0.00017642780856025255,0.032254056572339686,4.77734174941382,0.5130761412606147,0.4707476325890495,-0.03225405657233969,1.3826530612244898,3.0,D-allose ABC transporter periplasmic binding protein,0.0
alsC,0.06062161392179457,0.48469181085876223,0.3573030905879749,3.8441637697016198,0.6348362615563043,0.7495997100829292,0.35730309058797477,1.0307377049180328,3.0,D-allose ABC transporter membrane subunit,0.0
alsE,0.4163615964764871,-0.0074441690684414604,0.012996194918780901,4.934441232722952,0.5398080552361078,0.6916256157635466,0.01299619491878088,1.1210762331838564,3.0,D-allulose-6-phosphate 3-epimerase,0.2
alsK,0.03679324107358106,0.6098369052238972,0.6353893829536097,8.357602612552936,-0.16117436654383072,-0.6673235670767845,-0.6353893829536097,1.0278606965174129,6.0,D-allose kinase,0.2
alsR,0.06772118137850312,0.7619101663466951,0.2792341587372757,5.137456480894467,0.6303080495864058,0.6876847290640392,0.2792341587372757,1.0943920902209177,3.0,DNA-binding transcriptional repressor AlsR,0.0
alx,0.2739325249689105,0.2448127012037393,0.1175424931767592,4.437978232956341,-0.08420603977791799,0.264039408866995,0.11754249317675917,1.4398460057747835,2.0,putative membrane-bound redox modulator Alx,0.0
amiA,0.01040314792169216,0.6894719156903061,0.6472018006448236,2.485914181061572,0.26545298874453194,0.457994593845078,0.6472018006448235,1.0860053080840686,4.0,<i>N</i>-acetylmuramoyl-L-alanine amidase A,0.2
amiB,0.05579758462850422,0.6462088587318532,0.16482286450547642,5.321431907992744,0.005096765337955288,0.4822660098522167,0.1648228645054764,1.0612049347227213,0.0,<i>N</i>-acetylmuramoyl-L-alanine amidase B,0.2
amiC,0.06341570296475606,0.37785203411175877,0.34868152270217595,3.518808415476735,0.10439343547900828,0.7133004926108373,0.348681522702176,0.9131128848346636,4.0,<i>N</i>-acetylmuramoyl-L-alanine amidase C,0.2
amiD,0.1453492930946738,0.9040770182807772,0.5871634712279701,8.676701156188194,-0.4701382014470198,-0.4463054187192117,-0.58716347122797,0.9588283490372799,7.0,<i>N</i>-acetylmuramoyl-L-alanine amidase D,0.2
amn,0.009660510519825244,0.8482792936803901,0.8487733020060556,2.1184691523478163,0.5233531373181693,0.8532019704433496,0.8487733020060557,1.0218062956163523,1.0,AMP nucleosidase,0.2
ampC,0.4956602555368742,0.016458513185880944,0.03868585445788327,5.206165674273811,-0.2584442247147396,-0.39950738916256145,-0.03868585445788323,0.7766612641815235,6.0,&beta;-lactamase,0.2
ampD,0.04124952668979758,0.6367277520468932,0.6746998404030716,4.934134760028312,0.5941351183616151,0.750585053112943,0.6746998404030715,1.0393981894683155,3.0,"1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase",0.2
ampE,0.020216523610305424,0.04439815048065204,0.22847793274173145,4.462129527579526,0.35737057113950343,0.5078817733990146,0.22847793274173153,0.9493348429097085,5.0,protein AmpE,0.0
ampG,0.06863624025959046,0.39339418432018963,0.3892793335347583,3.779033586884301,0.08607760273851292,0.641704648296428,0.38927933353475824,0.8693794964028778,2.0,muropeptide:H<sup>+</sup> symporter,0.0
ampH,0.3503694021952631,0.3739975977103795,0.21076642632966383,6.785919111415922,-0.08806030644889591,0.31921182266009845,-0.21076642632966375,1.213078000934143,0.0,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,0.2
amtB,0.7991671033326052,0.1498656238266077,0.30663702896006334,4.484892973936846,0.20658537570794416,0.7605911330049259,0.3066370289600633,0.8890506394925652,2.0,ammonium transporter,0.0
amyA,0.44387234161903555,0.6503769645857747,0.12849394401982595,6.164002952791307,-0.04668018326625264,0.15960591133004923,-0.12849394401982595,0.9660630907641499,0.0,alpha-amylase,0.2
anmK,0.05233777424827572,0.945348576625335,0.6977256837809633,2.857959198262276,0.6099313274586597,0.5157635467980294,0.6977256837809633,0.8310018050541516,1.0,anhydro-<i>N</i>-acetylmuramic acid kinase,0.2
ansA,0.01924730098361207,0.6557853957039188,0.49150289195540636,2.124772792392276,0.190393055171485,0.72807881773399,0.4915028919554062,1.0013412816691505,4.0,L-asparaginase 1,0.2
ansB,0.02172242560700874,0.7320960786700552,0.09396799525537147,4.5791835378878485,0.6133852185862938,0.6645320197044333,0.09396799525537144,1.368898978433598,3.0,L-asparaginase 2,0.2
ansP,0.0021836606958667046,0.69972237021661,0.48035461848713107,4.152314018935832,0.21077686625834358,0.14384236453201968,0.48035461848713096,0.7991596638655462,4.0,L-asparagine transporter,0.0
apaG,0.4014084250964125,0.7044592331712534,0.27439631832518574,6.115215811851427,-0.09247898345343229,0.48325123152709354,0.2743963183251857,1.1014047410008778,0.0,DUF525 domain-containing protein ApaG,0.0
apaH,0.23059087040445855,0.29665188496703077,0.1942130249980009,7.707479032904897,-0.14885391872783754,0.40147783251231517,0.19421302499800083,0.9972489683631361,2.0,diadenosine tetraphosphatase,0.2
apbE,0.0019452030221278464,0.7182883554165033,0.585465461435577,1.4087762009928202,0.2575148587655531,0.6259391598162088,0.5854654614355767,1.2045188936501754,4.0,,0.1
aphA,0.19410902838812066,0.8698439349017546,0.30841471316578084,3.354258133919261,0.785646955915152,0.8408866995073889,0.3084147131657809,0.8953386103781883,3.0,acid phosphatase / phosphotransferase,0.2
appA,0.2844562191701967,0.8012582285612643,0.3714064882525717,7.637561784322924,-0.26046790245558904,-0.27192118226600975,-0.3714064882525717,1.0014718869590817,0.0,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,0.2
appY,0.8949050468969155,0.46449229292915,0.23434725448987095,6.966164534963425,0.023473935760808355,0.3206896551724137,0.23434725448987087,1.8760053619302948,0.0,DLP12 prophage; DNA-binding transcriptional activator AppY,0.0
apt,0.026422608548404017,0.4033241604923713,0.22623424797831496,4.27958438473242,0.012418636432808463,0.44433497536945804,0.22623424797831485,1.618831537152581,2.0,adenine phosphoribosyltransferase,0.2
aqpZ,0.16272303862789328,0.6341596561765147,0.5906446961983326,10.808754200983374,-0.4940366386917154,-0.49310344827586194,-0.5906446961983325,1.6018572257690076,7.0,water channel AqpZ,0.0
araC,0.10809851801976968,0.9144140840051536,0.3204157398785374,6.570056820248909,0.049831113896460055,-0.11576354679802954,-0.3204157398785374,0.7690447400241839,5.0,AraC,0.0
araD,0.2471306136913066,0.6702935329399233,0.30561360182199077,8.030218417205427,-0.28717777381557785,-0.3037319890017258,-0.3056136018219907,1.6923076923076923,7.0,L-ribulose-5-phosphate 4-epimerase AraD,0.2
araE,0.7420502040465502,0.6396461240735282,0.4287886156777996,6.692530763582735,-0.36106757273090967,-0.7059113300492609,-0.4287886156777994,1.3626149131767111,6.0,arabinose:H<sup>+</sup> symporter,0.0
araF,0.4264650143280978,0.942993024867422,0.5194718128915745,9.411925845253842,-0.4097941239715088,-0.5241379310344827,-0.5194718128915744,1.199248120300752,7.0,arabinose ABC transporter periplasmic binding protein,0.0
araG,0.2450059969769899,0.875529984495714,0.6264678777087628,10.945326319699607,-0.5168775150437864,-0.7187192118226599,-0.6264678777087628,1.2503382949932342,7.0,arabinose ABC transporter ATP binding subunit,0.0
araH,0.2658455128099517,0.910041968451016,0.6155520689069354,10.076564694385482,-0.518404354307607,-0.6926108374384234,-0.6155520689069354,1.205233033524121,7.0,arabinose ABC transporter membrane subunit,0.0
araJ,0.19175222621167437,-0.005497110017720845,0.3452937976980449,5.260866473486952,-0.6060877454945782,-0.4798029556650245,-0.3452937976980449,1.3389969854754726,6.0,putative transport protein AraJ,0.0
arcA,0.10938222722366257,0.857825484494964,0.5760602746975768,9.61265740624074,-0.41833166654639914,-0.34236453201970435,-0.5760602746975767,1.0911672497614613,7.0,DNA-binding transcriptional dual regulator ArcA-phosphorylated // DNA-binding transcriptional dual regulator ArcA,0.0
arcB,0.027565877607301094,0.6994612354113512,0.5611217609692345,3.2235099180307323,0.29979039095457616,0.33694581280788166,0.5611217609692347,1.0078585461689586,4.0,ArcB-<i>N</i>-phospho-L-histidine-292 // ArcB-phospho-L-aspartate-576 // ArcB-<i>N</i>-phospho-L-histidine-717 // sensor histidine kinase ArcB,0.2
arfA,0.5817374242562536,0.4777171904196815,0.4378727665462322,7.396810774215794,0.44084158371182014,0.46187954531892617,0.4378727665462322,1.5070140280561122,3.0,alternative ribosome-rescue factor A,0.0
arfB,0.004153231799964898,0.6643026380464669,0.7389883811259599,2.2348844606255334,0.3145950794880954,0.685221674876847,0.73898838112596,1.1439936356404137,1.0,"peptidyl-tRNA hydrolase, ribosome rescue factor",0.0
