"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BC332_29925_mrna",1294.77852703897,-0.261524790874648,0.292268407981859,-0.89481033095743,0.370888486820877,0.551746875961219
"BC332_19506_mrna",0.354256987468438,2.02865230516529,4.03619018136823,0.502615638512256,0.615234532108991,NA
"BC332_19763_mrna",1927.73833376657,-0.160910412019039,0.169932656075187,-0.94690694381805,0.343686199292162,0.524523084816644
"BC332_16966_mrna",193.051072661602,-0.161125757028851,0.220344050362677,-0.731246234076412,0.464628764616567,0.638667452576981
"BC332_20029_mrna",10.8032697458882,-4.31525886196355,1.10143567781948,-3.91784917527502,8.93425756210893e-05,0.000607635558823551
"BC332_26875_mrna",0.67068893842352,0.376325120348073,3.74453266458997,0.100499889854554,0.9199474702793,NA
"BC332_32638_mrna",32.7926680467774,0.500514225040963,0.477388914598214,1.04844123886331,0.294435361955775,0.471557438056486
"BC332_30389_mrna",0,NA,NA,NA,NA,NA
"BC332_12248_mrna",711.949059043331,2.11600964826016,0.403195781800728,5.24809470676943,1.53680293378433e-07,1.93005606807326e-06
"BC332_13166_mrna",4.32383166131668,-2.51337366046566,1.57313604274904,-1.59768360279481,0.110113409806689,0.234031839092109
"BC332_23768_mrna",0.177128493734219,1.11129642165925,4.0804728567969,0.272345010164237,0.785356750562718,NA
"BC332_17319_mrna",0,NA,NA,NA,NA,NA
"BC332_03903_mrna",0.631407947166165,-2.7152142044822,3.97261641922841,-0.683482601375739,0.49430194056958,NA
"BC332_13133_mrna",0,NA,NA,NA,NA,NA
"BC332_21317_mrna",2.95474433505936,-0.558183704144333,1.24094529103266,-0.449805247804145,0.652850873563739,0.789622270294506
"BC332_10040_mrna",64.3378642415095,-0.347071786884308,0.457026405456263,-0.759412985203374,0.447605548186061,0.623275769406107
"BC332_28241_mrna",150.941776938838,0.105924620845709,0.320497358087637,0.330500761309692,0.741021617473163,0.848489557500369
"BC332_01800_mrna",31.5068625508101,-0.902898448537963,0.393784228781458,-2.29287610459141,0.0218551388946337,0.066807119693919
"BC332_10162_mrna",3.07858553884313,-0.558817764176496,1.48419548968936,-0.376512237140308,0.706536119748098,0.826046106132748
"BC332_08290_mrna",0,NA,NA,NA,NA,NA
"BC332_00269_mrna",0,NA,NA,NA,NA,NA
"BC332_21835_mrna",319.805575435255,-0.258642149215158,0.172357129353651,-1.50061764305939,0.133454485350067,0.269673938113603
"BC332_03689_mrna",7.43614687055357,0.325635539963253,0.851696766684482,0.382337414794821,0.702211105929748,0.823028513948071
"BC332_10972_mrna",18.7023481379418,-0.235650890647743,0.594097299375059,-0.396653697796015,0.691622848792538,0.815431877280091
"BC332_34957_mrna",0,NA,NA,NA,NA,NA
"BC332_34275_mrna",1.78691516885935,0.395630834028236,1.43752790522984,0.275216107171833,0.783150212892798,0.876583624530103
"BC332_21550_mrna",629.508177711611,0.838658153931422,0.202021225764542,4.15133682491803,3.30538888434931e-05,0.000250693293280232
"BC332_05633_mrna",161.705071977772,0.667776449102197,0.354834629677836,1.8819370863224,0.0598445582715708,0.147567216308166
"BC332_22382_mrna",90.2345597826263,-3.23506589614905,0.511530920134449,-6.3242822062423,2.54412400321492e-10,5.30585278923438e-09
"BC332_25914_mrna",0.143685661394865,-0.812256929983243,4.0804728567969,-0.19905951062271,0.842216193194222,NA
"BC332_31942_mrna",30.875967643739,0.589729549869592,0.387673868414399,1.52120015796166,0.128209615841453,0.261927479729576
"BC332_14491_mrna",134.015257740263,0.0544525365342463,0.297193051948584,0.183222777844978,0.854623222750336,0.919968263452832
"BC332_24827_mrna",0.155714799663109,1.11129642165925,4.0804728567969,0.272345010164237,0.785356750562718,NA
"BC332_17969_mrna",0,NA,NA,NA,NA,NA
"BC332_31527_mrna",1007.76855593764,-0.157937753742535,0.175315983251096,-0.90087481365763,0.367654883954648,0.548288759206228
"BC332_10076_mrna",106.166411539144,0.499287130513861,0.478557441626008,1.04331703382862,0.296801484513913,0.474244620224828
"BC332_30696_mrna",1263.52082719187,-0.0713819807802979,0.148706515183721,-0.48001918874979,0.631213748645819,0.773686237481407
"BC332_16960_mrna",780.657125152438,-0.339581662807395,0.237875689597742,-1.42755934152684,0.153418733400733,0.298527665297971
"BC332_03190_mrna",1.88018971010889,3.35233236535445,1.94134500628241,1.72680917328241,0.0842019404837167,0.191269422783626
"BC332_01119_mrna",1.76171810790738,0.0982968091195913,2.09705380926917,0.046873765797096,0.962613836965707,0.981650801433921
"BC332_07355_mrna",0.143685661394865,-0.812256929983243,4.0804728567969,-0.19905951062271,0.842216193194222,NA
"BC332_34521_mrna",0,NA,NA,NA,NA,NA
"BC332_20141_mrna",0,NA,NA,NA,NA,NA
"BC332_33241_mrna",0,NA,NA,NA,NA,NA
"BC332_27049_mrna",11.8025016690383,1.13211711149764,0.684316516391429,1.65437642433003,0.098051053573488,0.214788315770271
"BC332_05573_mrna",597.325625529141,-0.94725832874339,0.531035093311555,-1.7837961006235,0.0744568034405356,0.173712330502552
"BC332_32456_mrna",152.978375768811,0.139099052384385,0.250405892835619,0.555494324870774,0.578556590818635,0.733516819424888
"BC332_27775_mrna",86.8689891043357,-0.262964896490565,0.684997441808211,-0.38389179351737,0.70105864903697,0.822158423860384
"BC332_14046_mrna",8.44239639425131,2.33017752568317,0.870848963754375,2.67575391677265,0.00745613692640538,0.027756156951959
"BC332_08264_mrna",0.170779678211873,-0.812256929983243,4.0804728567969,-0.19905951062271,0.842216193194222,NA
"BC332_25596_mrna",117.037770262785,-0.367958066864805,0.26856705144172,-1.37007896124836,0.170662254481902,0.322444882757002
"BC332_02069_mrna",0,NA,NA,NA,NA,NA
"BC332_12950_mrna",0,NA,NA,NA,NA,NA
"BC332_13901_mrna",1.6311732000671,3.13425336960599,2.40703250489197,1.30212340848578,0.192874202229152,0.352160974674753
"BC332_12919_mrna",0,NA,NA,NA,NA,NA
"BC332_12340_mrna",21.6630979618422,-0.859359212907941,0.579495762149899,-1.48294304986764,0.138089542326938,0.276734485453653
"BC332_33994_mrna",3.9136956295239,0.664414005411292,1.37763625277054,0.482285511923124,0.629603137884964,0.772618919599691
"BC332_27048_mrna",0,NA,NA,NA,NA,NA
"BC332_19789_mrna",24.9709997318293,2.23328115543922,0.53310345915468,4.18920777400401,2.79930008803004e-05,0.000216318132224034
"BC332_27935_mrna",1.01809919337325,-2.15497850818571,2.72575669814948,-0.790598261997752,0.429178461371577,NA
"BC332_00844_mrna",582.425939981507,0.217985670131188,0.16172003570722,1.347919997531,0.177684115447323,0.331726604618334
"BC332_21735_mrna",237.434498465323,0.498149702207481,0.205433712504214,2.42486832436162,0.0153139400829201,0.0501064249394046
"BC332_24780_mrna",176.724865838946,0.514184766366151,0.221726862758315,2.31900077405875,0.0203949943568109,0.063126707718853
"BC332_07686_mrna",14.9307014124711,0.987839733808875,0.743124368403524,1.32930607016842,0.183747012427503,0.339897140837818
"BC332_08717_mrna",530.772642503505,-0.213629976476486,0.156837484257125,-1.3621104513909,0.173163030452997,0.325853584399235
"BC332_21006_mrna",0,NA,NA,NA,NA,NA
"BC332_16159_mrna",1.2478555844333,2.70213827360901,3.22383324536201,0.838175571734816,0.401932104531804,NA
"BC332_03326_mrna",0,NA,NA,NA,NA,NA
"BC332_22290_mrna",0,NA,NA,NA,NA,NA
"BC332_11393_mrna",0,NA,NA,NA,NA,NA
"BC332_21849_mrna",0,NA,NA,NA,NA,NA
"BC332_00584_mrna",56.1519166969013,0.573674049816085,0.354264741740471,1.61933712905686,0.105374746112344,0.22662936857417
"BC332_10176_mrna",0.155714799663109,1.11129642165925,4.0804728567969,0.272345010164237,0.785356750562718,NA
"BC332_09022_mrna",19.2589070655138,0.562645381591222,0.510661859730976,1.10179636655777,0.270550210367049,0.445474915345745
"BC332_33168_mrna",300.112895002298,-0.132855559888813,0.190221320383146,-0.698426231198553,0.484910676597946,0.657204215672153
"BC332_32406_mrna",27.3609648782435,4.81909968014136,1.02907666392056,4.68293553735989,2.82795467961931e-06,2.73950639293638e-05
"BC332_02504_mrna",0,NA,NA,NA,NA,NA
"BC332_03833_mrna",20.0191945373952,-4.79927999447557,0.941366514373554,-5.09820555670531,3.42888364619563e-07,4.05730579095529e-06
"BC332_22065_mrna",2145.93620131861,-2.58344615034631,0.294372887478281,-8.77610085791924,1.69240062660571e-18,1.09575769383624e-16
"BC332_01440_mrna",340.122351539185,0.015490205130226,0.183100245255651,0.0845995870109189,0.932579727410022,0.963867898935898
"BC332_25548_mrna",3.07599551877253,1.19135867072155,1.42995684768677,0.833143092848426,0.404764032533178,0.584242812876153
"BC332_24580_mrna",0,NA,NA,NA,NA,NA
"BC332_28724_mrna",0.657263330006828,-2.76800899337975,3.60906286695933,-0.766960592102908,0.443104946188125,NA
"BC332_23450_mrna",0,NA,NA,NA,NA,NA
"BC332_33722_mrna",0.299400461057974,0.149523749445615,4.0804728567969,0.0366437309334262,0.970769074685262,NA
"BC332_27169_mrna",0.191658807816895,1.11129642165925,4.0804728567969,0.272345010164237,0.785356750562718,NA
"BC332_29728_mrna",0,NA,NA,NA,NA,NA
"BC332_29071_mrna",251.954308456656,0.506108556095235,0.23247958269053,2.17700217041834,0.0294804055018346,0.0845899238968667
"BC332_08095_mrna",5.13793198010197,-0.702298685977414,0.964647185043601,-0.728036837577742,0.466591036594003,0.640375243037997
"BC332_12024_mrna",5.57316394521075,0.0446637968266854,1.00208139624921,0.0445710268585583,0.96444923691798,0.982103097128137
"BC332_14967_mrna",0,NA,NA,NA,NA,NA
"BC332_10881_mrna",1032.96251001258,-0.431885593156319,0.308290921109172,-1.40090273045498,0.161243162168677,0.309056136218939
"BC332_33395_mrna",0,NA,NA,NA,NA,NA
"BC332_13740_mrna",0.694747214960009,3.00246613950508,3.52919635433819,0.850750663338516,0.394907873277623,NA
"BC332_32366_mrna",536.527317511099,0.0469145277715044,0.216257238982584,0.216938531131819,0.828256249066062,0.903509267935564
"BC332_04032_mrna",0,NA,NA,NA,NA,NA
"BC332_03205_mrna",1.76943948571643,2.19572196383445,1.95808272538891,1.1213632270814,0.262133282258358,0.435779707649348
"BC332_26782_mrna",4.98262411170721,1.9643745781475,2.01079130856174,0.976916187066951,0.328610647345578,0.509143245937987
"BC332_25002_mrna",92.5426935840608,0.101407802132681,0.249752474556308,0.40603322274518,0.684718189784725,0.810627113112908
"BC332_16770_mrna",0,NA,NA,NA,NA,NA
"BC332_08131_mrna",182.918973342046,0.257349794271699,1.347625697067,0.190965336169977,0.848552751064063,0.916230699316358
"BC332_14329_mrna",0,NA,NA,NA,NA,NA
"BC332_23112_mrna",0,NA,NA,NA,NA,NA
"BC332_13786_mrna",0,NA,NA,NA,NA,NA
"BC332_11630_mrna",832.543638837139,-0.209100707901387,0.157205562871774,-1.33011010603958,0.183481996281532,0.339559541668021
"BC332_05175_mrna",339.970801542093,-0.114930856966764,0.218586125138817,-0.525792096336283,0.59903266661043,0.749936023525839
"BC332_03919_mrna",702.610159882439,-0.78657546411605,0.23220082141704,-3.38747924884958,0.000705380529822665,0.00372604787820592
"BC332_12167_mrna",3143.98833019727,-0.438738855125585,0.159688028351537,-2.74747493381123,0.00600560993067661,0.0231225566287767
"BC332_28112_mrna",9524.50266539977,-2.40281749472974,0.224788113333264,-10.6892551349786,1.14285109261689e-26,1.59720408797434e-24
"BC332_31723_mrna",14.0066556829386,-0.706442387665918,0.577800943397926,-1.22263972694727,0.221465801297912,0.386814506068188
"BC332_23373_mrna",0,NA,NA,NA,NA,NA
"BC332_25172_mrna",0,NA,NA,NA,NA,NA
"BC332_20507_mrna",0,NA,NA,NA,NA,NA
"BC332_20716_mrna",0,NA,NA,NA,NA,NA
"BC332_21776_mrna",426.260983339347,-0.238590544865837,0.182157432250836,-1.30980406298926,0.190262128319029,0.3487251484264
"BC332_13573_mrna",179.765261645131,0.669077616411973,0.211358856317835,3.16560009865796,0.00154763402051643,0.00731113743245804
"BC332_12335_mrna",0,NA,NA,NA,NA,NA
"BC332_06345_mrna",0.38331761563379,2.1280753138348,4.02770656304954,0.528359074952956,0.597250136644492,NA
"BC332_05567_mrna",429.400603823516,-0.54978609494671,0.274158219236035,-2.0053606143151,0.044924509079786,0.117784231080839
"BC332_16008_mrna",87.571961520108,0.46823147935142,0.330878729728963,1.41511507776571,0.157034758099765,0.303425784492211
"BC332_17014_mrna",25.0874268537209,0.528110689078597,0.533359369097415,0.990159205363354,0.322096308644894,0.501909219429663
"BC332_01218_mrna",0,NA,NA,NA,NA,NA
"BC332_30849_mrna",2.94585769625286,0.4535026124851,1.45553581305342,0.31157090634118,0.755366647690101,0.857461421675852
"BC332_24788_mrna",135.916083275596,0.984199842312006,0.362658694885789,2.71384598298948,0.00665070789311352,0.0252291004485538
"BC332_33592_mrna",4.43017087622512,1.85701518865179,1.04923422603379,1.76987668013032,0.0767476863776211,0.177823944557943
"BC332_12823_mrna",24.4293799901658,0.605494208691572,0.614468297413399,0.985395359273044,0.324429908293054,0.50461003651444
"BC332_04153_mrna",0,NA,NA,NA,NA,NA
"BC332_16407_mrna",743.005701529143,-5.66909580608743,1.07776019550249,-5.26007160938458,1.43999311649099e-07,1.81643600605248e-06
"BC332_17053_mrna",46.5561178001792,-0.920339056941435,0.406198179436814,-2.26573900015374,0.0234673681733377,0.0706300572672679
"BC332_14352_mrna",0,NA,NA,NA,NA,NA
"BC332_33426_mrna",79.7680743529677,0.742054408084439,0.282395937314962,2.62770921968615,0.00859619618210993,0.0311945561263394
"BC332_29963_mrna",0,NA,NA,NA,NA,NA
"BC332_11547_mrna",49.4165576431993,0.120734469832959,0.352651122437833,0.342362358010764,0.73207821268965,0.842584746150787
"BC332_09421_mrna",443.597266575739,1.19112859125845,0.371337501377605,3.20767115316805,0.00133814411090282,0.00645961731716359
"BC332_24980_mrna",927.303606445087,0.0263571860834358,0.13007665033466,0.202628112083332,0.83942571551834,0.910342402464974
"BC332_25506_mrna",10.7716456522736,-1.58574582843666,0.80038930493888,-1.98121816302599,0.0475668132071468,0.123217829872039
"BC332_04474_mrna",0,NA,NA,NA,NA,NA
"BC332_31843_mrna",599.586519221017,0.54466722944397,0.164249743403632,3.31609181333994,0.000912858330461353,0.00464330069555575
"BC332_08768_mrna",194.416807152907,-0.358547016683385,0.27637339163995,-1.29732827952732,0.194518258090983,0.354334819836426
"BC332_09970_mrna",0,NA,NA,NA,NA,NA
"BC332_33170_mrna",304.548463080437,0.515071742276621,0.237876760785005,2.16528819619394,0.030365621750086,0.086575450990418
"BC332_11160_mrna",0,NA,NA,NA,NA,NA
"BC332_08287_mrna",804.97774994986,-0.476713804925226,0.418557470526662,-1.13894468142066,0.2547262277828,0.427309166418926
"BC332_00718_mrna",0.497274156086855,-0.852299737395621,4.02884138062225,-0.211549588796167,0.832458441397448,NA
"BC332_13144_mrna",379.123916868504,0.52486981368718,0.18055592803267,2.90696527888139,0.00364953703848279,0.0151948027106313
"BC332_03318_mrna",2.4064884613991,-1.82904082763613,1.68826493076892,-1.08338495593999,0.278637590366684,0.454610052332902
"BC332_33230_mrna",37.3577101118349,0.283327425716951,0.38819006883892,0.729867785037329,0.465471005535007,0.63925911959149
"BC332_17465_mrna",2.10947535330172,1.80234986042884,1.90972226572074,0.943775905418702,0.345284175735485,0.525981211475297
"BC332_30269_mrna",0,NA,NA,NA,NA,NA
"BC332_26857_mrna",39.5272064828138,0.481714767068219,0.612478836657403,0.786500264559626,0.431574464143333,0.608831582333058
"BC332_04074_mrna",11741.3993826781,0.984756754165627,0.174880641819238,5.63102207266314,1.79144796090758e-08,2.69069379187429e-07
"BC332_24446_mrna",188.691722611119,0.335885438696247,0.224195301654403,1.49818232682688,0.134085886056576,0.270627730575617
"BC332_28902_mrna",25.4887398064618,-0.121152754336055,0.462351044960597,-0.26203629397308,0.793293460968472,0.882058377371775
"BC332_04135_mrna",8102.78605905336,-0.249903774994952,0.143064362371553,-1.74679263830867,0.0806733140306675,0.185051276779714
"BC332_29868_mrna",142.272400160664,-0.432433470895031,0.232765095992591,-1.85781063544337,0.0631959102815053,0.153600240047943
"BC332_12246_mrna",1039.54689081926,1.37122933219696,0.191721046610641,7.1522107584867,8.53913258295355e-13,2.55839109544177e-11
"BC332_19384_mrna",0,NA,NA,NA,NA,NA
"BC332_30994_mrna",0.155714799663109,1.11129642165925,4.0804728567969,0.272345010164237,0.785356750562718,NA
"BC332_10392_mrna",123.85034726875,0.216142125566408,0.278706862674671,0.775517773377208,0.438033767273362,0.614660544150649
"BC332_13364_mrna",0.443086122452839,-0.635674850795891,4.04826109109081,-0.157024173217199,0.87522579695022,NA
"BC332_30031_mrna",11.6118291098543,-0.19646920623109,0.73093560866351,-0.268791400914681,0.788090210983153,0.879193362654361
"BC332_21392_mrna",490.939922691783,0.149962360772885,0.169611050997286,0.884154422079989,0.37661285838398,0.557044831837947
"BC332_07782_mrna",0,NA,NA,NA,NA,NA
"BC332_02497_mrna",213.202442037546,-0.0414014965759845,0.233399020974574,-0.177385048159627,0.859205950923505,0.92299760101047
"BC332_10822_mrna",0,NA,NA,NA,NA,NA
"BC332_07996_mrna",1.39323531044671,0.118497567355799,2.14370539906673,0.0552769832120531,0.955917798860285,NA
"BC332_30636_mrna",125.02839469937,-0.792211680790105,0.25090891127509,-3.15736765491579,0.00159200484187938,0.0074956349580681
"BC332_24732_mrna",1.57221287517985,3.06325118437801,3.08023775089545,0.994485306690203,0.319986655272434,0.500087661909947
"BC332_15921_mrna",36.4321458547116,-3.25435802819249,0.50768544401938,-6.41018580802223,1.45342389667149e-10,3.15160602759797e-09
"BC332_21333_mrna",3.48333114409991,3.41332899708348,1.89977861447847,1.79669829477499,0.072383529829087,0.170122077900192
"BC332_25454_mrna",627.994983394438,1.81589623065693,0.191963700943239,9.45958127361728,3.09178802853182e-21,2.71508741815897e-19
"BC332_24937_mrna",4033.29705018725,1.45999412713288,0.274045078547157,5.32756922646814,9.95358471964855e-08,1.28890486878161e-06
"BC332_01420_mrna",0,NA,NA,NA,NA,NA
"BC332_11107_mrna",188.237011712529,-0.133806413646482,0.197577738240993,-0.677234261500014,0.498257332859225,0.668934985305379
"BC332_27760_mrna",0,NA,NA,NA,NA,NA
"BC332_14764_mrna",4.14293302551757,0.495055962908232,1.09139388364767,0.453599722635105,0.650116953174552,0.787937209389283
"BC332_21336_mrna",457.354966403795,-0.196355863443536,0.16168828520203,-1.21440995677695,0.22459121515542,0.390563782349182
"BC332_24214_mrna",7.65384534921269,-1.04309853595115,1.15605533440157,-0.902291183571337,0.366902207727093,0.547700833730947
"BC332_24408_mrna",2778.75874078613,0.0621526790214367,0.145650502432782,0.42672478284186,0.669579797440374,0.800720427570667
"BC332_15930_mrna",0.458151001001603,-2.25592438020132,3.99701207812663,-0.564402692838161,0.57248010664822,NA
"BC332_15227_mrna",64.9134639286157,0.21390619292851,0.437523076539346,0.488902653136455,0.62491061727104,0.769802824242301
"BC332_23253_mrna",0,NA,NA,NA,NA,NA
"BC332_24022_mrna",417.848812250286,0.455326118002597,0.165752309026444,2.7470273004158,0.0060138128403983,0.0231502503026418
"BC332_04619_mrna",0.157851986791541,-0.812256929983243,4.0804728567969,-0.19905951062271,0.842216193194222,NA
"BC332_07743_mrna",900.873176261672,1.05775775739378,0.230259640296642,4.59376100836031,4.35327921562049e-06,4.03956111830047e-05
"BC332_02757_mrna",4728.91967856196,-0.555899479977539,0.476194688583771,-1.16737858129164,0.243057516943413,0.412871732627512
"BC332_29423_mrna",13.6874467846615,-2.74212785302603,1.63905534758108,-1.67299283521625,0.0943287065154641,0.208708751166564
"BC332_34001_mrna",0,NA,NA,NA,NA,NA
"BC332_11406_mrna",78.1888638188574,-0.96551630869519,0.344463931046122,-2.80295328966072,0.0050637002602439,0.0200518330968884
"BC332_05354_mrna",199.188776911333,0.00641160320009273,0.195652154549362,0.0327704195993156,0.973857667277996,0.987646802389897
"BC332_34581_mrna",0.470180139269847,-0.746450502956056,3.26769331374604,-0.228433464002268,0.819309276570841,NA
"BC332_29935_mrna",149.504053224282,0.522701459529052,0.213747598863603,2.44541441545081,0.0144685783696833,0.0478251826122212
"BC332_04366_mrna",0.617241621769489,-2.68490848803816,3.71932497093542,-0.721880585595322,0.470367898492892,NA
"BC332_13584_mrna",400.210933140715,-0.486944705169228,0.183911564704044,-2.6477111754926,0.00810387281569386,0.029709015504751
"BC332_26796_mrna",0.467144398989327,2.44608695145489,4.00408479452667,0.610897889774597,0.541267181953724,NA
"BC332_29403_mrna",1.73776985181951,0.800257862830651,2.3920506707774,0.334548875827356,0.737965415731421,0.846258434410575
"BC332_03061_mrna",847.560398373658,0.173383681001563,0.270517658827415,0.640932949638523,0.521566247070938,0.688929136864102
"BC332_19289_mrna",515.0894973029,-0.298677263392819,0.153603284669346,-1.94447185186024,0.051838576599509,0.131986244796795
"BC332_00695_mrna",20.6873801731323,0.788992309506312,0.553041027821979,1.42664335883645,0.153682719650952,0.298871124726812
"BC332_00153_mrna",61.893411375759,-0.543223103917864,0.298360446460891,-1.82069409789903,0.0686533698638731,0.16350116763092
"BC332_12117_mrna",9948.63319531932,-1.51879234900992,0.168025975588658,-9.03903306431651,1.58063746431835e-19,1.15745082051682e-17
"BC332_01884_mrna",1030.79505078143,-1.83834043076822,0.241536174106441,-7.6110356453609,2.71908221254582e-14,9.90800704476155e-13
"BC332_24977_mrna",19.5140039801066,-0.207148512308967,0.597260632730566,-0.346831016405554,0.728718274076594,0.840659494757174
"BC332_21304_mrna",0,NA,NA,NA,NA,NA
"BC332_12143_mrna",390.033871040263,-1.07499503857715,0.26148816633469,-4.11106572678022,3.9383705951245e-05,0.000292316884845381
"BC332_16915_mrna",166.987768391716,0.715982307609667,0.28390319211469,2.52192411883987,0.01167148823471,0.040245300186483
"BC332_04919_mrna",0,NA,NA,NA,NA,NA
"BC332_19362_mrna",1546.79271035533,0.082793034332355,0.175162121296843,0.472665172808953,0.63645207746162,0.777667979063693
"BC332_24962_mrna",476.566158759487,-0.150432346884499,0.178445235406243,-0.843016887181266,0.399218999300864,0.579120219238974
"BC332_18416_mrna",403.120817812342,-0.335589778165055,0.17593130528834,-1.90750462298365,0.0564552729594197,0.141184381476257
"BC332_32141_mrna",7329.9690046276,0.197356681394574,0.118775969731656,1.66158762450393,0.0965954863963107,0.21243221533328
"BC332_20314_mrna",200.17385730484,-0.268842847379806,0.194225382701645,-1.38417977938951,0.166303413278715,0.316426550917164
"BC332_18103_mrna",80.7702137530659,0.114610696546613,0.253638989742151,0.451865451219177,0.651365914844535,0.788616912378466
"BC332_17691_mrna",0,NA,NA,NA,NA,NA
"BC332_08708_mrna",736.894345369745,0.130158487068909,0.29247489396721,0.445024478181368,0.656302064596477,0.792082740274407
"BC332_34222_mrna",0,NA,NA,NA,NA,NA
"BC332_24476_mrna",0,NA,NA,NA,NA,NA
"BC332_10932_mrna",55.6184209959803,-4.70115882763944,0.566914230544425,-8.29253981351779,1.10855545517147e-16,5.63372306707984e-15
"BC332_15835_mrna",44.0143723412252,-0.634433046790015,0.354640654903782,-1.78894618543422,0.0736234827088075,0.172276694608052
"BC332_11485_mrna",482.726785849247,0.17252175430928,0.20160315721219,0.855749268488386,0.392136481847174,0.572357531641471
"BC332_12007_mrna",0,NA,NA,NA,NA,NA
"BC332_31469_mrna",1189.01788255459,-0.956905139769593,0.243563506456167,-3.92877058510324,8.53812437002661e-05,0.000582248766917614
"BC332_09185_mrna",1.11113995675157,-1.30803993742755,2.5848189061639,-0.506047032659941,0.612823632718021,NA
"BC332_23903_mrna",1256.79062111722,0.762260507376787,0.134444584537726,5.66970034529649,1.43047488043936e-08,2.1901459091296e-07
"BC332_23581_mrna",0,NA,NA,NA,NA,NA
"BC332_12515_mrna",0,NA,NA,NA,NA,NA
"BC332_00923_mrna",0.311429599326218,1.8677881804463,4.05117155537983,0.461048897809804,0.644763523758334,NA
"BC332_20240_mrna",0,NA,NA,NA,NA,NA
"BC332_21615_mrna",2.02227274884141,2.45002718379537,1.64704249082185,1.48753125523364,0.136874554612345,0.275045133413551
"BC332_20297_mrna",56.1286978118262,0.59215449415529,0.666718953549628,0.888162082392657,0.37445357178797,0.554853624604363
"BC332_12936_mrna",462.746209262194,-0.113358837769675,0.263278905260863,-0.430565592246582,0.666784264054602,0.799189434732008
"BC332_10454_mrna",32.6479023424801,-1.29518154707524,0.425115486519295,-3.04665811560937,0.00231400739716031,0.0102964569099038
"BC332_06513_mrna",203.530726043446,-2.02091933190263,0.430535853820894,-4.69396291613695,2.67962630018093e-06,2.61571698467406e-05
"BC332_08761_mrna",3390.6105962381,0.0472423362542212,0.160428761550399,0.294475478073051,0.768394598814597,0.866542226177454
"BC332_07117_mrna",907.138048469492,0.229157904242664,0.192379003893137,1.19117938862994,0.233583169206113,0.401483887934039
"BC332_08545_mrna",8.41770428234875,2.66208787304266,1.94872736405698,1.36606480831703,0.17191862276076,0.32415061152325
"BC332_34100_mrna",816.836102701131,0.104246493583933,0.171049885752367,0.609450822638097,0.542225659697805,0.705564444207659
"BC332_24159_mrna",5283.02220124697,-0.146601460460207,0.161634504058032,-0.906993598393893,0.364410182507646,0.545045770234616
